review_rank,review_priority,review_reasons,audit_label,scope,lines_year,precinct_key,county_norm,prec_id,split_count,district_weights,dominant_district,dominant_area_weight,total_area_weight,normalized_non_dominant_share,unallocated_area_weight,cvap_total,non_dominant_cvap_exposure,unallocated_cvap_exposure,has_precinct_cvap,max_non_dominant_vote_exposure,top_vote_exposure_contest,max_2024_total_votes,max_2024_non_dominant_vote_exposure,top_2024_vote_exposure_contest,closest_2024_abs_margin_pct,closest_2024_margin_contest,max_2024_margin_sensitivity,top_2024_margin_sensitivity_contest,contests_reviewed
65,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_senate_2022,state_senate,2022,DAVIDSON - 001920,DAVIDSON,001920,2,20:0.627604;21:0.372396,20,0.62760369,1.0,0.37239631,0.0,4945.0,1841.4997,0.0,True,1076.5977,president_2020,2234.0,831.9334,president_2024,25.8925,us_senate_2024,112.8348,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
66,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SULLIVAN - 008525,SULLIVAN,008525,3,3:0.507161;2:0.492610;6:0.000229,3,0.50716118,1.0,0.49283882,0.0,3724.0,1835.3318,0.0,True,1226.183,president_2024,2488.0,1226.183,president_2024,66.4791,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
67,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SUMNER - 008622,SUMNER,008622,3,44:0.772300;45:0.227112;35:0.000588,44,0.77229991,1.0,0.22770009,0.0,8014.0,1824.7885,0.0,True,1147.6085,president_2020,2899.0,660.1026,president_2024,40.847,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
68,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_senate_2022,state_senate,2022,KNOX - 004896,KNOX,004896,2,6:0.745943;7:0.254057,6,0.74594256,1.0,0.25405744,0.0,7176.0,1823.1162,0.0,True,1429.0731,president_2020,2672.0,678.8415,president_2024,23.4656,president_2024,147.8607,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
69,medium,medium_cvap_exposure,state_house_2022,state_house,2022,SHELBY - 008266,SHELBY,008266,2,84:0.669330;85:0.330668,84,0.66933014,0.99999856,0.33066889,1.44e-06,5467.0,1807.7668,0.0079,True,1125.9276,president_2020,1277.0,422.2642,president_2024,44.0195,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
70,medium,medium_cvap_exposure;medium_2024_vote_exposure,congressional_2026,congressional,2026,SHELBY - 008239,SHELBY,008239,2,5:0.664280;8:0.335720,5,0.66428047,1.0,0.33571953,0.0,5371.0,1803.1496,0.0,True,748.9903,president_2020,1640.0,550.58,president_2024,71.214,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
71,medium,medium_cvap_exposure;medium_2024_vote_exposure;medium_close_margin_sensitivity;close_2024_precinct_margin;multiway_split,state_house_2022,state_house,2022,KNOX - 004838,KNOX,004838,3,90:0.693704;18:0.306294;89:0.000002,90,0.69370377,1.0,0.30629623,0.0,5875.0,1799.4904,0.0,True,1004.6517,president_2020,1827.0,559.6032,president_2024,6.2845,us_senate_2024,439.228,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
72,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,JEFFERSON - 004610,JEFFERSON,004610,3,17:0.596199;11:0.403756;10:0.000045,17,0.59619947,1.0,0.40380053,0.0,4452.0,1797.72,0.0,True,1028.0761,president_2024,2546.0,1028.0761,president_2024,69.9281,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
73,medium,medium_cvap_exposure;medium_2024_vote_exposure;medium_close_margin_sensitivity,state_senate_2022,state_senate,2022,SHELBY - 008242,SHELBY,008242,2,30:0.615054;31:0.384946,30,0.6150536,1.0,0.3849464,0.0,4611.0,1774.9879,0.0,True,1178.7059,president_2020,2344.0,902.3144,president_2024,12.1898,us_senate_2024,524.939,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
74,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SULLIVAN - 008504,SULLIVAN,008504,3,1:0.652987;3:0.346797;4:0.000189,1,0.65298656,0.99997225,0.34699532,2.775e-05,5101.0,1770.0231,0.1415,True,984.4257,president_2024,2837.0,984.4257,president_2024,66.6197,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
75,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008103,SHELBY,008103,3,91:0.569853;88:0.411210;86:0.018937,91,0.56985305,1.0,0.43014695,0.0,4094.0,1761.0216,0.0,True,1357.9739,president_2024,3157.0,1357.9739,president_2024,33.9246,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
76,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SUMNER - 008626,SUMNER,008626,3,45:0.716793;44:0.283069;66:0.000138,45,0.7167925,1.0,0.2832075,0.0,6203.0,1756.7361,0.0,True,1165.1156,president_2020,2383.0,674.8835,president_2024,60.2669,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
77,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008152,SHELBY,008152,3,97:0.747431;93:0.252569;96:0.000000,97,0.74743102,1.0,0.25256898,0.0,6925.0,1749.0402,0.0,True,738.2591,president_2020,2012.0,508.1688,president_2024,80.0938,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
78,medium,medium_cvap_exposure;multiway_split,state_house_2022,state_house,2022,HAMILTON - 003407,HAMILTON,003407,3,26:0.686309;29:0.313506;28:0.000185,26,0.68630888,1.0,0.31369112,0.0,5554.0,1742.2405,0.0,True,577.5054,president_2020,1022.0,320.5923,president_2024,12.6223,president_2024,185.7052,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
79,medium,medium_cvap_exposure,state_senate_2022,state_senate,2022,RUTHERFORD - 007689,RUTHERFORD,007689,2,13:0.683565;14:0.316435,13,0.68356475,1.0,0.31643525,0.0,5416.0,1713.8133,0.0,True,842.9835,president_2020,1172.0,370.8621,president_2024,33.6177,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
80,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,MONTGOMERY - 006463,MONTGOMERY,006463,3,67:0.815993;75:0.183866;68:0.000141,67,0.81599275,0.99999958,0.18400691,4.2e-07,9285.0,1708.5042,0.0039,True,1151.5153,president_2024,6258.0,1151.5153,president_2024,24.0139,us_senate_2024,221.5451,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
81,medium,medium_cvap_exposure;medium_2024_vote_exposure;medium_close_margin_sensitivity;close_2024_precinct_margin;multiway_split,state_house_2022,state_house,2022,RUTHERFORD - 007671,RUTHERFORD,007671,5,49:0.635574;13:0.364346;59:0.000080;53:0.000000;63:0.000000,49,0.63557429,1.0,0.36442571,0.0,4687.0,1708.0633,0.0,True,1159.2382,president_2020,2654.0,967.1858,president_2024,5.1154,us_senate_2024,785.9443,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
82,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008057,SHELBY,008057,3,98:0.510817;88:0.489149;99:0.000034,98,0.51081698,1.0,0.48918302,0.0,3481.0,1702.8461,0.0,True,2329.9787,governor_2022,3649.0,1785.0288,president_2024,35.2151,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
83,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008168,SHELBY,008168,3,84:0.693262;85:0.306644;87:0.000083,84,0.69326219,0.99998938,0.30673045,1.062e-05,5551.0,1702.6607,0.059,True,852.4039,president_2024,2779.0,852.4039,president_2024,21.9719,us_senate_2024,222.2783,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
84,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_house_2022,state_house,2022,WILLIAMSON - 009732,WILLIAMSON,009732,2,61:0.655718;65:0.344282,61,0.65571803,1.0,0.34428197,0.0,4916.0,1692.4902,0.0,True,1306.5501,president_2020,3283.0,1130.2777,us_senate_2024,29.2548,president_2024,27.888,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
85,medium,medium_cvap_exposure,state_house_2022,state_house,2022,DAVIDSON - 001847,DAVIDSON,001847,2,50:0.629594;54:0.370406,50,0.6295937,1.0,0.3704063,0.0,4521.0,1674.6069,0.0,True,921.9413,president_2020,808.0,299.2883,president_2024,37.4055,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
86,medium,medium_cvap_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008109,SHELBY,008109,3,96:0.500198;88:0.499575;93:0.000227,96,0.5001983,1.0,0.4998017,0.0,3311.0,1654.8434,0.0,True,1253.0029,president_2020,800.0,399.8414,president_2024,72.9304,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
87,medium,medium_cvap_exposure,state_house_2022,state_house,2022,SHELBY - 008111,SHELBY,008111,2,96:0.541252;88:0.458748,96,0.54125196,1.0,0.45874804,0.0,3603.0,1652.8692,0.0,True,682.6171,president_2020,1083.0,496.8241,president_2024,81.584,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
88,medium,medium_cvap_exposure;medium_2024_vote_exposure;medium_close_margin_sensitivity,state_house_2022,state_house,2022,RUTHERFORD - 007663,RUTHERFORD,007663,2,34:0.766174;13:0.233826,34,0.76617415,1.0,0.23382585,0.0,6971.0,1630.0,0.0,True,1416.0493,president_2024,6056.0,1416.0493,president_2024,15.2761,us_senate_2024,683.631,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
89,medium,medium_cvap_exposure;medium_2024_vote_exposure,congressional_2022,congressional,2022,JEFFERSON - 004607,JEFFERSON,004607,2,1:0.623841;2:0.376159,1,0.62384112,1.0,0.37615888,0.0,4325.0,1626.8872,0.0,True,881.7164,president_2024,2344.0,881.7164,president_2024,61.116,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
90,medium,medium_cvap_exposure;medium_2024_vote_exposure,congressional_2026,congressional,2026,JEFFERSON - 004607,JEFFERSON,004607,2,1:0.623891;2:0.376109,1,0.62389051,1.0,0.37610949,0.0,4325.0,1626.6736,0.0,True,881.6007,president_2024,2344.0,881.6007,president_2024,61.116,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
91,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,ANDERSON - 000016,ANDERSON,000016,3,33:0.509335;41:0.490179;36:0.000486,33,0.50933461,1.0,0.49066539,0.0,3310.0,1624.1024,0.0,True,929.8109,president_2024,1895.0,929.8109,president_2024,66.3636,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
92,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,RUTHERFORD - 007653,RUTHERFORD,007653,3,48:0.685518;37:0.314480;46:0.000002,48,0.68551807,1.0,0.31448193,0.0,5095.0,1602.2854,0.0,True,1111.0647,president_2020,1805.0,567.6399,president_2024,38.9077,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
93,medium,medium_cvap_exposure;medium_2024_vote_exposure,congressional_2026,congressional,2026,MONTGOMERY - 006470,MONTGOMERY,006470,2,5:0.726434;7:0.273566,5,0.72643422,1.0,0.27356578,0.0,5848.0,1599.8127,0.0,True,911.7948,president_2024,3333.0,911.7948,president_2024,34.5635,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
94,medium,medium_cvap_exposure;medium_2024_vote_exposure,congressional_2026,congressional,2026,MAURY - 005967,MAURY,005967,2,5:0.567897;9:0.432103,5,0.56789734,1.0,0.43210266,0.0,3684.0,1591.8662,0.0,True,754.0191,president_2024,1745.0,754.0191,president_2024,27.3306,us_senate_2024,66.4006,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
95,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008172,SHELBY,008172,3,93:0.559588;96:0.440129;97:0.000283,93,0.55958803,1.0,0.44041197,0.0,3606.0,1588.1256,0.0,True,951.7303,president_2024,2161.0,951.7303,president_2024,76.6378,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
96,medium,medium_cvap_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008141,SHELBY,008141,3,91:0.733097;97:0.142135;87:0.124768,91,0.73309728,1.0,0.26690272,0.0,5931.0,1583.0,0.0,True,776.9538,president_2020,1046.0,279.1802,president_2024,75.6048,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
97,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008259,SHELBY,008259,4,98:0.564808;95:0.434762;96:0.000325;99:0.000104,98,0.56480811,1.0,0.43519189,0.0,3633.0,1581.0521,0.0,True,1086.239,president_2020,2010.0,874.7357,president_2024,44.0789,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
98,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008262,SHELBY,008262,3,96:0.743560;98:0.255168;95:0.001272,96,0.74356009,1.0,0.25643991,0.0,6139.0,1574.2846,0.0,True,1138.8497,president_2020,3320.0,851.3805,president_2024,47.1664,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
99,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_senate_2022,state_senate,2022,SHELBY - 008259,SHELBY,008259,2,30:0.567694;31:0.432306,30,0.56769444,1.0,0.43230556,0.0,3633.0,1570.5661,0.0,True,1079.0347,president_2020,2010.0,868.9342,president_2024,44.0789,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
100,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_house_2022,state_house,2022,WILLIAMSON - 009705,WILLIAMSON,009705,4,92:0.511937;63:0.487863;64:0.000129;65:0.000071,92,0.51193709,1.0,0.48806291,0.0,3210.0,1566.6819,0.0,True,1776.0609,president_2024,3639.0,1776.0609,president_2024,44.6518,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
101,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_house_2022,state_house,2022,SHELBY - 008216,SHELBY,008216,2,97:0.597332;83:0.402668,97,0.59733154,1.0,0.40266846,0.0,3886.0,1564.7696,0.0,True,1212.0321,president_2020,1915.0,771.1101,president_2024,56.8,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
102,medium,medium_cvap_exposure;close_2024_precinct_margin,state_house_2022,state_house,2022,SHELBY - 008055,SHELBY,008055,2,99:0.684460;88:0.315540,99,0.68445978,1.0,0.31554022,0.0,4942.0,1559.3997,0.0,True,4707.86,governor_2022,1040.0,328.1618,president_2024,8.1349,us_senate_2024,231.8171,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
103,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_house_2022,state_house,2022,MAURY - 005964,MAURY,005964,2,64:0.554856;71:0.445144,64,0.55485594,1.0,0.44514406,0.0,3446.0,1533.9664,0.0,True,1213.9078,president_2020,1481.0,659.2583,president_2024,34.2877,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
104,medium,medium_cvap_exposure;medium_2024_vote_exposure;medium_close_margin_sensitivity;close_2024_precinct_margin,congressional_2022,congressional,2022,SHELBY - 008066,SHELBY,008066,2,9:0.664667;8:0.335333,9,0.66466722,1.0,0.33533278,0.0,4562.0,1529.7881,0.0,True,1313.1632,president_2020,2529.0,848.0566,president_2024,7.5812,us_senate_2024,624.7257,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
105,medium,medium_cvap_exposure,state_house_2022,state_house,2022,OBION - 006752,OBION,006752,2,77:0.540213;82:0.459787,77,0.54021315,1.0,0.45978685,0.0,3316.0,1524.6532,0.0,True,951.299,president_2020,880.0,404.6124,president_2024,58.0682,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
106,medium,medium_cvap_exposure,state_house_2022,state_house,2022,ANDERSON - 000011,ANDERSON,000011,2,33:0.577102;41:0.422898,33,0.57710215,1.0,0.42289785,0.0,3584.0,1515.6659,0.0,True,787.0129,president_2020,889.0,375.9562,president_2024,68.6007,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
107,medium,medium_cvap_exposure,congressional_2022,congressional,2022,SHELBY - 008053,SHELBY,008053,2,9:0.706627;8:0.293373,9,0.70662734,1.0,0.29337266,0.0,5133.0,1505.8819,0.0,True,2059.7694,governor_2022,1031.0,302.4672,president_2024,24.9273,president_2024,51.1442,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
108,medium,medium_cvap_exposure;close_2024_precinct_margin;multiway_split,state_senate_2022,state_senate,2022,KNOX - 004884,KNOX,004884,3,6:0.572560;7:0.427407;5:0.000033,6,0.57255996,1.0,0.42744004,0.0,3486.0,1490.056,0.0,True,766.4,president_2020,277.0,118.4009,us_senate_2024,0.3623,president_2024,116.5488,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
109,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_house_2022,state_house,2022,SHELBY - 008136,SHELBY,008136,2,97:0.533659;93:0.466341,97,0.53365941,1.0,0.46634059,0.0,3190.0,1487.6265,0.0,True,928.4841,president_2024,1991.0,928.4841,president_2024,26.2781,us_senate_2024,113.1659,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
110,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_house_2022,state_house,2022,SULLIVAN - 008523,SULLIVAN,008523,2,2:0.756136;1:0.243864,2,0.75613624,1.0,0.24386376,0.0,6052.0,1475.8635,0.0,True,603.0751,president_2024,2473.0,603.0751,president_2024,27.2543,president_2024,55.1954,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
111,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_senate_2022,state_senate,2022,DAVIDSON - 001826,DAVIDSON,001826,2,20:0.537942;19:0.462058,20,0.53794157,1.0,0.46205843,0.0,3184.0,1471.194,0.0,True,1337.1971,president_2024,2894.0,1337.1971,president_2024,61.783,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
112,medium,medium_cvap_exposure;medium_2024_vote_exposure,state_house_2022,state_house,2022,SHELBY - 008217,SHELBY,008217,2,97:0.601345;83:0.398655,97,0.60134459,1.0,0.39865541,0.0,3686.0,1469.4438,0.0,True,1150.5195,president_2024,2886.0,1150.5195,president_2024,74.8316,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
113,medium,medium_cvap_exposure;multiway_split,state_house_2022,state_house,2022,SHELBY - 008258,SHELBY,008258,3,96:0.659473;98:0.340259;97:0.000268,96,0.65947254,1.0,0.34052746,0.0,4279.0,1457.117,0.0,True,1154.0476,president_2020,928.0,316.0095,president_2024,69.4224,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
114,medium,medium_cvap_exposure;medium_2024_vote_exposure;multiway_split,state_senate_2022,state_senate,2022,RUTHERFORD - 007653,RUTHERFORD,007653,3,14:0.714444;13:0.285554;17:0.000002,14,0.71444367,1.0,0.28555633,0.0,5095.0,1454.9095,0.0,True,1008.8705,president_2020,1805.0,515.4292,president_2024,38.9077,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
